rank,palm_id,parcel,plot,progeny,xm,ym,in_risk_set,status,logit,risk_percentile,risk_decile,n_neighbours,n_sick_neighbours
,D3L2_26,44A,57,D3L2,40.7032,10.5000,0,C,,,,6,5
,D3L2_27,44A,57,D3L2,40.7032,11.5000,0,D,,,,6,3
,D3L3_43,44A,49,D3L3,41.5692,3.0000,0,S,,,,3,1
,D3L2_30,44A,57,D3L2,41.5692,11.0000,0,D,,,,6,2
,D2Y1_28,44A,61,D2Y1,41.5692,12.0000,0,S,,,,6,2
,D2Y1_32,44A,36,D2Y1,42.4352,4.5000,0,D,,,,6,2
,D2Y1_33,44A,36,D2Y1,42.4352,5.5000,0,D,,,,6,2
,D3L3_48,44A,48,D3L3,42.4352,14.5000,0,D,,,,3,0
,D2Y1_34,44A,36,D2Y1,43.3013,3.0000,0,S,,,,3,0
,D2Y1_36,44A,36,D2Y1,43.3013,5.0000,0,S,,,,6,3
,D1L3_35,44A,40,D1L3,43.3013,7.0000,0,D,,,,6,2
,D3L3_50,44A,48,D3L3,43.3013,13.0000,0,D,,,,6,0
,D2Y1_39,44A,36,D2Y1,44.1673,5.5000,0,S,,,,6,3
,D1L3_37,44A,40,D1L3,44.1673,6.5000,0,S,,,,6,4
,D1L3_38,44A,40,D1L3,44.1673,7.5000,0,D,,,,6,3
,D1L3_40,44A,40,D1L3,45.0333,6.0000,0,S,,,,6,3
,D1L3_41,44A,40,D1L3,45.0333,7.0000,0,C,,,,6,6
,D1L3_42,44A,40,D1L3,45.0333,8.0000,0,D,,,,6,3
,D3L3_56,44A,48,D3L3,45.0333,13.0000,0,D,,,,6,1
,D1L3_43,44A,40,D1L3,45.8993,6.5000,0,D,,,,6,2
,D1L3_44,44A,40,D1L3,45.8993,7.5000,0,D,,,,6,4
,D1L3_45,44A,40,D1L3,45.8993,8.5000,0,D,,,,6,3
,D2L1_59,44A,44,D2L1,45.8993,10.5000,0,S,,,,6,0
,D3L3_58,44A,48,D3L3,45.8993,12.5000,0,D,,,,6,3
,D3Y1_63,44A,39,D3Y1,46.7654,8.0000,0,D,,,,6,3
,D2L2_31,44A,47,D2L2,46.7654,12.0000,0,D,,,,6,2
,D2L2_32,44A,47,D2L2,46.7654,13.0000,0,S,,,,6,3
,D2L3_34,44A,35,D2L3,47.6314,3.5000,0,S,,,,5,0
,D3Y1_65,44A,39,D3Y1,47.6314,7.5000,0,D,,,,6,2
,D3L2_35,44A,43,D3L2,47.6314,10.5000,0,D,,,,6,0
,D2L2_35,44A,47,D2L2,47.6314,13.5000,0,D,,,,6,1
,D2L3_39,44A,35,D2L3,48.4974,5.0000,0,S,,,,6,1
,D3Y1_67,44A,39,D3Y1,48.4974,6.0000,0,D,,,,6,2
,D3Y1_69,44A,39,D3Y1,48.4974,8.0000,0,S,,,,6,1
,D3Y1_70,44A,39,D3Y1,49.3634,6.5000,0,S,,,,6,3
,D3L2_40,44A,43,D3L2,49.3634,9.5000,0,D,,,,6,1
,D3Y1_73,44A,39,D3Y1,50.2295,6.0000,0,D,,,,6,2
,D3Y1_74,44A,39,D3Y1,50.2295,7.0000,0,D,,,,6,3
,D3L2_44,44A,43,D3L2,50.2295,10.0000,0,S,,,,6,2
,D2L2_45,44A,47,D2L2,50.2295,14.0000,0,D,,,,5,1
,D4L3_32,44A,34,D4L3,51.0955,4.5000,0,S,,,,6,0
,D1Y1_32,44A,38,D1Y1,51.0955,7.5000,0,S,,,,6,2
,D1Y1_33,44A,38,D1Y1,51.0955,8.5000,0,D,,,,6,1
,D3L1_32,44A,42,D3L1,51.0955,10.5000,0,D,,,,6,2
,D3Y1_76,44A,46,D3Y1,51.0955,12.5000,0,D,,,,6,0
,D3Y1_78,44A,46,D3Y1,51.0955,14.5000,0,S,,,,3,1
,D4L3_34,44A,34,D4L3,51.9615,3.0000,0,D,,,,3,1
,D3L1_35,44A,42,D3L1,51.9615,10.0000,0,D,,,,6,1
,D3Y1_81,44A,46,D3Y1,51.9615,14.0000,0,C,,,,5,2
,D4L3_37,44A,34,D4L3,52.8275,3.5000,0,D,,,,5,2
,D4L3_39,44A,34,D4L3,52.8275,5.5000,0,S,,,,6,2
,D3Y1_82,44A,46,D3Y1,52.8275,12.5000,0,D,,,,6,1
,D3Y1_84,44A,46,D3Y1,52.8275,14.5000,0,S,,,,3,1
,D4L3_40,44A,34,D4L3,53.6936,3.0000,0,S,,,,3,2
,D4L3_42,44A,34,D4L3,53.6936,5.0000,0,S,,,,6,3
,D1Y1_40,44A,38,D1Y1,53.6936,6.0000,0,S,,,,6,3
,D1Y1_42,44A,38,D1Y1,53.6936,8.0000,0,D,,,,6,1
,D3L1_41,44A,42,D3L1,53.6936,10.0000,0,S,,,,6,3
,D3L1_42,44A,42,D3L1,53.6936,11.0000,0,S,,,,6,2
,D3Y1_86,44A,46,D3Y1,53.6936,13.0000,0,S,,,,6,3
,D3Y1_87,44A,46,D3Y1,53.6936,14.0000,0,D,,,,5,2
,D4L3_43,44A,34,D4L3,54.5596,3.5000,0,S,,,,5,2
,D4L3_45,44A,34,D4L3,54.5596,5.5000,0,S,,,,6,4
,D1Y1_44,44A,38,D1Y1,54.5596,7.5000,0,S,,,,6,2
,D3L1_43,44A,42,D3L1,54.5596,9.5000,0,D,,,,6,2
,D3L1_44,44A,42,D3L1,54.5596,10.5000,0,S,,,,6,3
,D3Y1_88,44A,46,D3Y1,54.5596,12.5000,0,S,,,,6,1
,D5L2_32,44A,33,D5L2,55.4256,4.0000,0,S,,,,6,3
,D5L2_33,44A,33,D5L2,55.4256,5.0000,0,D,,,,6,4
,D2L1_61,44A,37,D2L1,55.4256,6.0000,0,S,,,,6,3
,D2L1_62,44A,37,D2L1,55.4256,7.0000,0,S,,,,6,3
,D5L3_31,44A,45,D5L3,55.4256,12.0000,0,C,,,,6,2
,D5L2_35,44A,33,D5L2,56.2917,4.5000,0,D,,,,6,2
,D2L1_65,44A,37,D2L1,56.2917,7.5000,0,D,,,,6,1
,D4L1_36,44A,41,D4L1,56.2917,11.5000,0,S,,,,6,0
,D5L3_35,44A,45,D5L3,56.2917,13.5000,0,S,,,,6,0
,D5L2_37,44A,33,D5L2,57.1577,3.0000,0,S,,,,3,1
,D4L1_38,44A,41,D4L1,57.1577,10.0000,0,D,,,,6,1
,D5L2_40,44A,33,D5L2,58.0237,3.5000,0,S,,,,5,2
,D5L2_41,44A,33,D5L2,58.0237,4.5000,0,S,,,,6,2
,D5L2_42,44A,33,D5L2,58.0237,5.5000,0,D,,,,6,1
,D4L1_41,44A,41,D4L1,58.0237,10.5000,0,S,,,,6,2
,D5L3_40,44A,45,D5L3,58.0237,12.5000,0,S,,,,6,2
,D5L3_41,44A,45,D5L3,58.0237,13.5000,0,D,,,,6,4
,D5L3_42,44A,45,D5L3,58.0237,14.5000,0,S,,,,3,2
,D4L1_44,44A,41,D4L1,58.8897,10.0000,0,D,,,,4,1
,D5L3_44,44A,45,D5L3,58.8897,13.0000,0,S,,,,4,3
,D5L3_45,44A,45,D5L3,58.8897,14.0000,0,S,,,,3,3
,D3Y1_91,44B,32,D3Y1,18.1865,22.5000,0,D,,,,3,3
,D3Y1_92,44B,32,D3Y1,18.1865,23.5000,0,S,,,,4,4
,D3Y1_93,44B,32,D3Y1,18.1865,24.5000,0,D,,,,4,4
,D2L1_76,44B,28,D2L1,18.1865,25.5000,0,D,,,,4,4
,D2L1_77,44B,28,D2L1,18.1865,26.5000,0,S,,,,4,3
,D2L1_78,44B,28,D2L1,18.1865,27.5000,0,S,,,,4,1
,D3Y1_94,44B,32,D3Y1,19.0526,22.0000,0,D,,,,3,2
,D3Y1_95,44B,32,D3Y1,19.0526,23.0000,0,S,,,,6,5
,D3Y1_96,44B,32,D3Y1,19.0526,24.0000,0,D,,,,6,6
,D2L1_82,44B,28,D2L1,19.0526,25.0000,0,D,,,,6,6
,D2L1_83,44B,28,D2L1,19.0526,26.0000,0,D,,,,6,4
,D2L1_86,44B,24,D2L1,19.0526,29.0000,0,D,,,,6,1
,D2L1_87,44B,24,D2L1,19.0526,30.0000,0,D,,,,6,1
,D4L1_49,44B,20,D4L1,19.0526,31.0000,0,C,,,,6,2
,D3Y1_98,44B,32,D3Y1,19.9186,23.5000,0,D,,,,6,5
,D3Y1_99,44B,32,D3Y1,19.9186,24.5000,0,D,,,,6,6
,D2L1_88,44B,28,D2L1,19.9186,25.5000,0,D,,,,6,4
,D2L1_89,44B,28,D2L1,19.9186,26.5000,0,C,,,,6,4
,D2L1_90,44B,28,D2L1,19.9186,27.5000,0,D,,,,6,1
,D4L1_52,44B,20,D4L1,19.9186,31.5000,0,S,,,,6,2
,D4L1_54,44B,20,D4L1,19.9186,33.5000,0,S,,,,3,0
,D3Y1_101,44B,32,D3Y1,20.7846,23.0000,0,D,,,,6,3
,D3Y1_102,44B,32,D3Y1,20.7846,24.0000,0,D,,,,6,5
,D2L1_94,44B,28,D2L1,20.7846,25.0000,0,D,,,,6,3
,D2L1_96,44B,28,D2L1,20.7846,27.0000,0,D,,,,6,1
,D4L1_55,44B,20,D4L1,20.7846,31.0000,0,S,,,,6,3
,D4L1_56,44B,20,D4L1,20.7846,32.0000,0,S,,,,6,4
,D4L1_57,44B,20,D4L1,20.7846,33.0000,0,C,,,,5,3
,D3Y1_104,44B,32,D3Y1,21.6506,23.5000,0,D,,,,6,2
,D2L1_103,44B,24,D2L1,21.6506,28.5000,0,D,,,,6,0
,D4L1_58,44B,20,D4L1,21.6506,31.5000,0,S,,,,6,4
,D4L1_59,44B,20,D4L1,21.6506,32.5000,0,D,,,,6,2
,D5L3_46,44B,31,D5L3,22.5167,22.0000,0,D,,,,3,1
,D3L3_61,44B,27,D3L3,22.5167,25.0000,0,S,,,,6,2
,D4L3_46,44B,19,D4L3,22.5167,31.0000,0,D,,,,6,1
,D5L3_49,44B,31,D5L3,23.3827,22.5000,0,D,,,,5,4
,D5L3_50,44B,31,D5L3,23.3827,23.5000,0,D,,,,6,3
,D5L3_51,44B,31,D5L3,23.3827,24.5000,0,D,,,,6,4
,D3L3_64,44B,27,D3L3,23.3827,25.5000,0,D,,,,6,3
,D2L2_49,44B,23,D2L2,23.3827,28.5000,0,S,,,,6,2
,D5L3_52,44B,31,D5L3,24.2487,22.0000,0,D,,,,3,3
,D5L3_53,44B,31,D5L3,24.2487,23.0000,0,D,,,,6,4
,D5L3_54,44B,31,D5L3,24.2487,24.0000,0,C,,,,6,4
,D3L3_67,44B,27,D3L3,24.2487,25.0000,0,S,,,,6,2
,D2L2_52,44B,23,D2L2,24.2487,28.0000,0,D,,,,6,2
,D2L2_53,44B,23,D2L2,24.2487,29.0000,0,D,,,,6,3
,D4L3_53,44B,19,D4L3,24.2487,32.0000,0,S,,,,6,0
,D5L3_55,44B,31,D5L3,25.1147,22.5000,0,D,,,,5,3
,D3L3_71,44B,27,D3L3,25.1147,26.5000,0,D,,,,6,0
,D2L2_56,44B,23,D2L2,25.1147,29.5000,0,S,,,,6,2
,D5L3_58,44B,31,D5L3,25.9808,22.0000,0,S,,,,3,2
,D5L3_60,44B,31,D5L3,25.9808,24.0000,0,D,,,,6,2
,D2L2_60,44B,23,D2L2,25.9808,30.0000,0,D,,,,6,2
,D4L3_58,44B,19,D4L3,25.9808,31.0000,0,S,,,,6,2
,D4L3_60,44B,19,D4L3,25.9808,33.0000,0,D,,,,5,2
,D3L1_46,44B,30,D3L1,26.8468,22.5000,0,D,,,,5,2
,D3L1_47,44B,30,D3L1,26.8468,23.5000,0,S,,,,6,3
,D3L1_48,44B,30,D3L1,26.8468,24.5000,0,S,,,,6,3
,D2Y1_46,44B,26,D2Y1,26.8468,25.5000,0,D,,,,6,1
,D3Y1_106,44B,18,D3Y1,26.8468,31.5000,0,D,,,,6,4
,D3Y1_107,44B,18,D3Y1,26.8468,32.5000,0,D,,,,6,5
,D3Y1_108,44B,18,D3Y1,26.8468,33.5000,0,D,,,,3,3
,D3L1_51,44B,30,D3L1,27.7128,24.0000,0,C,,,,6,2
,D2Y1_49,44B,26,D2Y1,27.7128,25.0000,0,C,,,,6,2
,D1Y1_51,44B,22,D1Y1,27.7128,30.0000,0,D,,,,6,2
,D3Y1_109,44B,18,D3Y1,27.7128,31.0000,0,D,,,,6,4
,D3Y1_110,44B,18,D3Y1,27.7128,32.0000,0,S,,,,6,5
,D3Y1_111,44B,18,D3Y1,27.7128,33.0000,0,S,,,,5,4
,D2Y1_53,44B,26,D2Y1,28.5788,26.5000,0,C,,,,6,1
,D1Y1_52,44B,22,D1Y1,28.5788,28.5000,0,S,,,,6,0
,D1Y1_54,44B,22,D1Y1,28.5788,30.5000,0,D,,,,6,3
,D3Y1_113,44B,18,D3Y1,28.5788,32.5000,0,S,,,,6,4
,D3L1_57,44B,30,D3L1,29.4449,24.0000,0,S,,,,6,0
,D2Y1_57,44B,26,D2Y1,29.4449,27.0000,0,S,,,,6,1
,D1Y1_55,44B,22,D1Y1,29.4449,28.0000,0,C,,,,6,3
,D1Y1_56,44B,22,D1Y1,29.4449,29.0000,0,C,,,,6,1
,D3Y1_115,44B,18,D3Y1,29.4449,31.0000,0,S,,,,6,4
,D3Y1_116,44B,18,D3Y1,29.4449,32.0000,0,D,,,,6,5
,D3Y1_117,44B,18,D3Y1,29.4449,33.0000,0,S,,,,5,4
,D2Y1_60,44B,26,D2Y1,30.3109,27.5000,0,S,,,,6,2
,D1Y1_60,44B,22,D1Y1,30.3109,30.5000,0,D,,,,6,4
,D3Y1_118,44B,18,D3Y1,30.3109,31.5000,0,D,,,,6,6
,D3Y1_119,44B,18,D3Y1,30.3109,32.5000,0,D,,,,6,6
,D3Y1_120,44B,18,D3Y1,30.3109,33.5000,0,D,,,,3,3
,D5L2_47,44B,29,D5L2,31.1769,23.0000,0,D,,,,6,2
,D3L2_46,44B,25,D3L2,31.1769,25.0000,0,S,,,,6,1
,D3L2_47,44B,25,D3L2,31.1769,26.0000,0,D,,,,6,3
,D3L2_48,44B,25,D3L2,31.1769,27.0000,0,D,,,,6,4
,D2L3_48,44B,21,D2L3,31.1769,30.0000,0,D,,,,6,3
,D1L3_46,44B,17,D1L3,31.1769,31.0000,0,S,,,,6,5
,D1L3_47,44B,17,D1L3,31.1769,32.0000,0,D,,,,6,6
,D1L3_48,44B,17,D1L3,31.1769,33.0000,0,D,,,,5,5
,D5L2_49,44B,29,D5L2,32.0429,22.5000,0,D,,,,5,3
,D5L2_50,44B,29,D5L2,32.0429,23.5000,0,S,,,,6,3
,D3L2_50,44B,25,D3L2,32.0429,26.5000,0,S,,,,6,3
,D3L2_51,44B,25,D3L2,32.0429,27.5000,0,D,,,,6,4
,D2L3_49,44B,21,D2L3,32.0429,28.5000,0,S,,,,6,4
,D2L3_50,44B,21,D2L3,32.0429,29.5000,0,S,,,,6,3
,D1L3_49,44B,17,D1L3,32.0429,31.5000,0,D,,,,6,5
,D1L3_50,44B,17,D1L3,32.0429,32.5000,0,D,,,,6,6
,D1L3_51,44B,17,D1L3,32.0429,33.5000,0,D,,,,3,3
,D5L2_52,44B,29,D5L2,32.9090,22.0000,0,C,,,,3,3
,D5L2_53,44B,29,D5L2,32.9090,23.0000,0,S,,,,6,4
,D2L3_52,44B,21,D2L3,32.9090,28.0000,0,D,,,,6,3
,D2L3_53,44B,21,D2L3,32.9090,29.0000,0,D,,,,6,3
,D1L3_52,44B,17,D1L3,32.9090,31.0000,0,D,,,,6,4
,D1L3_53,44B,17,D1L3,32.9090,32.0000,0,D,,,,6,5
,D1L3_54,44B,17,D1L3,32.9090,33.0000,0,D,,,,5,4
,D5L2_55,44B,29,D5L2,33.7750,22.5000,0,D,,,,5,3
,D5L2_56,44B,29,D5L2,33.7750,23.5000,0,S,,,,6,2
,D3L2_55,44B,25,D3L2,33.7750,25.5000,0,D,,,,6,1
,D2L3_56,44B,21,D2L3,33.7750,29.5000,0,C,,,,6,3
,D2L3_57,44B,21,D2L3,33.7750,30.5000,0,D,,,,6,2
,D1L3_55,44B,17,D1L3,33.7750,31.5000,0,S,,,,6,3
,D1L3_57,44B,17,D1L3,33.7750,33.5000,0,S,,,,3,2
,D5L2_58,44B,29,D5L2,34.6410,22.0000,0,D,,,,3,1
,D3L2_58,44B,25,D3L2,34.6410,25.0000,0,S,,,,6,1
,D2L3_58,44B,21,D2L3,34.6410,28.0000,0,D,,,,6,1
,D2L3_59,44B,21,D2L3,34.6410,29.0000,0,S,,,,6,2
,D1L3_60,44B,17,D1L3,34.6410,33.0000,0,D,,,,5,3
,D3L2_62,44B,16,D3L2,35.5070,23.5000,0,S,,,,6,1
,D2L1_108,44B,12,D2L1,35.5070,27.5000,0,C,,,,6,3
,D2L1_109,44B,8,D2L1,35.5070,28.5000,0,C,,,,6,4
,D2L1_110,44B,8,D2L1,35.5070,29.5000,0,S,,,,6,1
,D3L3_77,44B,4,D3L3,35.5070,32.5000,0,D,,,,6,4
,D3L3_78,44B,4,D3L3,35.5070,33.5000,0,D,,,,3,3
,D3L2_66,44B,16,D3L2,36.3731,24.0000,0,S,,,,6,2
,D2L1_114,44B,12,D2L1,36.3731,27.0000,0,S,,,,6,1
,D2L1_115,44B,8,D2L1,36.3731,28.0000,0,S,,,,6,2
,D3L3_79,44B,4,D3L3,36.3731,31.0000,0,D,,,,6,2
,D3L3_80,44B,4,D3L3,36.3731,32.0000,0,D,,,,6,4
,D3L3_81,44B,4,D3L3,36.3731,33.0000,0,D,,,,5,4
,D3L2_67,44B,16,D3L2,37.2391,22.5000,0,D,,,,5,2
,D3L2_69,44B,16,D3L2,37.2391,24.5000,0,D,,,,6,1
,D2L1_121,44B,8,D2L1,37.2391,28.5000,0,D,,,,6,3
,D3L3_82,44B,4,D3L3,37.2391,31.5000,0,S,,,,6,4
,D3L3_84,44B,4,D3L3,37.2391,33.5000,0,D,,,,3,2
,D3L2_70,44B,16,D3L2,38.1051,22.0000,0,S,,,,3,2
,D3L2_71,44B,16,D3L2,38.1051,23.0000,0,D,,,,6,3
,D2L1_127,44B,8,D2L1,38.1051,28.0000,0,D,,,,6,2
,D2L1_128,44B,8,D2L1,38.1051,29.0000,0,S,,,,6,3
,D3L3_85,44B,4,D3L3,38.1051,31.0000,0,D,,,,6,2
,D3L3_86,44B,4,D3L3,38.1051,32.0000,0,D,,,,6,4
,D3L3_87,44B,4,D3L3,38.1051,33.0000,0,D,,,,5,4
,D3L2_74,44B,16,D3L2,38.9711,23.5000,0,S,,,,6,2
,D2L1_134,44B,8,D2L1,38.9711,29.5000,0,D,,,,6,1
,D3L3_89,44B,4,D3L3,38.9711,32.5000,0,D,,,,6,4
,D3L3_90,44B,4,D3L3,38.9711,33.5000,0,D,,,,3,3
,D5L3_61,44B,15,D5L3,39.8372,22.0000,0,D,,,,3,2
,D5L3_62,44B,15,D5L3,39.8372,23.0000,0,D,,,,6,4
,D2L2_63,44B,11,D2L2,39.8372,27.0000,0,S,,,,6,0
,D4L3_63,44B,3,D4L3,39.8372,33.0000,0,D,,,,5,4
,D5L3_64,44B,15,D5L3,40.7032,22.5000,0,D,,,,5,4
,D5L3_65,44B,15,D5L3,40.7032,23.5000,0,D,,,,6,4
,D5L3_66,44B,15,D5L3,40.7032,24.5000,0,D,,,,6,3
,D2Y1_64,44B,7,D2Y1,40.7032,28.5000,0,S,,,,6,0
,D4L3_64,44B,3,D4L3,40.7032,31.5000,0,D,,,,6,2
,D4L3_65,44B,3,D4L3,40.7032,32.5000,0,D,,,,6,3
,D4L3_66,44B,3,D4L3,40.7032,33.5000,0,S,,,,3,2
,D5L3_67,44B,15,D5L3,41.5692,22.0000,0,D,,,,3,1
,D5L3_68,44B,15,D5L3,41.5692,23.0000,0,C,,,,6,5
,D5L3_69,44B,15,D5L3,41.5692,24.0000,0,D,,,,6,5
,D2L2_67,44B,11,D2L2,41.5692,25.0000,0,S,,,,6,4
,D2L2_69,44B,11,D2L2,41.5692,27.0000,0,D,,,,6,0
,D2Y1_69,44B,7,D2Y1,41.5692,30.0000,0,S,,,,6,1
,D4L3_67,44B,3,D4L3,41.5692,31.0000,0,D,,,,6,2
,D5L3_70,44B,15,D5L3,42.4352,22.5000,0,C,,,,5,2
,D5L3_71,44B,15,D5L3,42.4352,23.5000,0,D,,,,6,3
,D5L3_72,44B,15,D5L3,42.4352,24.5000,0,D,,,,6,5
,D2L2_70,44B,11,D2L2,42.4352,25.5000,0,D,,,,6,2
,D4L3_71,44B,3,D4L3,42.4352,32.5000,0,S,,,,6,0
,D5L3_73,44B,15,D5L3,43.3013,22.0000,0,C,,,,3,0
,D5L3_75,44B,15,D5L3,43.3013,24.0000,0,D,,,,6,2
,D2L2_73,44B,11,D2L2,43.3013,25.0000,0,C,,,,6,3
,D2Y1_75,44B,7,D2Y1,43.3013,30.0000,0,S,,,,6,1
,D5L2_62,44B,10,D5L2,44.1673,26.5000,0,S,,,,6,2
,D5L2_63,44B,10,D5L2,44.1673,27.5000,0,D,,,,6,2
,D3Y1_123,44B,6,D3Y1,44.1673,30.5000,0,D,,,,6,1
,D5L2_64,44B,10,D5L2,45.0333,25.0000,0,C,,,,6,0
,D5L2_66,44B,10,D5L2,45.0333,27.0000,0,D,,,,6,2
,D3Y1_125,44B,6,D3Y1,45.0333,29.0000,0,S,,,,6,0
,D2L3_67,44B,14,D2L3,45.8993,22.5000,0,S,,,,5,1
,D1Y1_67,44B,2,D1Y1,45.8993,31.5000,0,S,,,,6,3
,D1Y1_68,44B,2,D1Y1,45.8993,32.5000,0,D,,,,6,2
,D2L3_70,44B,14,D2L3,46.7654,22.0000,0,S,,,,3,2
,D2L3_72,44B,14,D2L3,46.7654,24.0000,0,S,,,,6,2
,D5L2_70,44B,10,D5L2,46.7654,25.0000,0,S,,,,6,3
,D1Y1_70,44B,2,D1Y1,46.7654,31.0000,0,S,,,,6,4
,D1Y1_71,44B,2,D1Y1,46.7654,32.0000,0,D,,,,6,4
,D2L3_73,44B,14,D2L3,47.6314,22.5000,0,D,,,,5,3
,D2L3_74,44B,14,D2L3,47.6314,23.5000,0,C,,,,6,5
,D2L3_75,44B,14,D2L3,47.6314,24.5000,0,D,,,,6,4
,D5L2_73,44B,10,D5L2,47.6314,25.5000,0,D,,,,6,3
,D5L2_74,44B,10,D5L2,47.6314,26.5000,0,S,,,,6,2
,D5L2_75,44B,10,D5L2,47.6314,27.5000,0,S,,,,6,1
,D3Y1_135,44B,6,D3Y1,47.6314,30.5000,0,S,,,,6,4
,D1Y1_73,44B,2,D1Y1,47.6314,31.5000,0,D,,,,6,4
,D1Y1_74,44B,2,D1Y1,47.6314,32.5000,0,C,,,,6,3
,D1Y1_75,44B,2,D1Y1,47.6314,33.5000,0,D,,,,3,0
,D1L3_61,44B,13,D1L3,48.4974,22.0000,0,S,,,,3,2
,D1L3_62,44B,13,D1L3,48.4974,23.0000,0,D,,,,6,4
,D1L3_63,44B,13,D1L3,48.4974,24.0000,0,S,,,,6,3
,D3Y1_138,44B,5,D3Y1,48.4974,30.0000,0,S,,,,6,4
,D3L1_61,44B,1,D3L1,48.4974,31.0000,0,S,,,,6,5
,D3L1_63,44B,1,D3L1,48.4974,33.0000,0,C,,,,5,2
,D1L3_65,44B,13,D1L3,49.3634,23.5000,0,D,,,,6,3
,D4L1_64,44B,9,D4L1,49.3634,25.5000,0,S,,,,6,1
,D3Y1_140,44B,5,D3Y1,49.3634,29.5000,0,D,,,,6,2
,D3Y1_141,44B,5,D3Y1,49.3634,30.5000,0,D,,,,6,5
,D3L1_64,44B,1,D3L1,49.3634,31.5000,0,D,,,,6,5
,D3L1_65,44B,1,D3L1,49.3634,32.5000,0,S,,,,6,2
,D1L3_67,44B,13,D1L3,50.2295,22.0000,0,D,,,,3,1
,D1L3_69,44B,13,D1L3,50.2295,24.0000,0,S,,,,6,2
,D4L1_67,44B,9,D4L1,50.2295,25.0000,0,D,,,,6,2
,D3Y1_142,44B,5,D3Y1,50.2295,28.0000,0,S,,,,6,0
,D3L1_67,44B,1,D3L1,50.2295,31.0000,0,S,,,,6,3
,D3L1_68,44B,1,D3L1,50.2295,32.0000,0,D,,,,6,3
,D1L3_70,44B,13,D1L3,51.0955,22.5000,0,S,,,,5,3
,D1L3_73,44B,13,D1L3,51.9615,22.0000,0,S,,,,2,2
,D1L3_74,44B,13,D1L3,51.9615,23.0000,0,D,,,,4,2
,D4L1_73,44B,9,D4L1,51.9615,25.0000,0,S,,,,4,1
,D4L1_74,44B,9,D4L1,51.9615,26.0000,0,S,,,,4,1
,D3Y1_149,44B,5,D3Y1,51.9615,29.0000,0,S,,,,4,0
,D3L1_74,44B,1,D3L1,51.9615,32.0000,0,D,,,,4,0
